Roaster,Name,Review,Roaster_link,Origin,Roast,dollars_per_ounce,Review_date
Northbound Coffee Roasters,Ethiopia Duromina Agaro Gera,"Brightly sweet, quite vibrant. Pink grapefruit, cocoa nib, apricot, bay leaf, maple syrup in aroma and cup. Sweetly tart structure with juicy acidity; very silky, lively mouthfeel. The finish centers around notes of cocoa nib and sweet grapefruit.",https://northboundcoffee.com/store/,"Agaro Gera, Jimma Zone, Oromia State, Ethiopia",Light,1.42,January 2023
Press Coffee,Winter 2022 Allocation Colombia,"Deeply aromatic, fruit-centered. Dried black cherry, cocoa nib, narcissus, thyme, a hint of wine barrel in aroma and cup. Brightly sweet structure with high-toned acidity; crisp, syrupy mouthfeel. The finish leads with notes of cocoa nib and narcissus.",,"Quindio Department, Colombia",Light,8.33,January 2023
Northbound Coffee Roasters,Guatemala Flor del Café,"Richly sweet, nut-toned. Fig Newton, almond nougat, marjoram, cedar, magnolia in aroma and cup. Sweet structure with brisk acidity; plush, syrupy mouthfeel. Crisply sweet, nutty finish.",https://northboundcoffee.com/store/,"Agua Dulce, Cuilco, Huehuetenango, Guatemala",Medium-Light,1.42,January 2023
Hula Daddy Kona Coffee,Laura’s Reserve SL34,"Bright, balanced, juicy-sweet. Red plum, cocoa nib, blood orange, star jasmine, lemon verbena in aroma and cup. Richly sweet structure with vibrant acidity; very full, syrupy mouthfeel. The finish is long, lingering and flavor-saturated.",http://bit.ly/2oBDGmP,"Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,8.74,January 2023
Avatar Coffee Roasters,Colombia Finca Luisa Juan Pablo Carbonic Maceration,"Fruit-toned, crisply cocoa-driven. Tropical fruit melange, cocoa powder, gardenia, balsa wood, cashew in aroma and cup. Sweet-tart structure with brisk acidity; lightly satiny mouthfeel. Sweet, wood-framed finish with quiet fruit notes.",,"Ciudad Bolivar, Antioquia, Colombia",Light,2.65,January 2023
Avatar Coffee Roasters,Ethiopia Guji Gigesa,"Crisp, citrusy-sweet. Baking chocolate, lime zest, cedar, date, agave syrup in aroma and cup. Sweetly tart structure with brisk acidity; silky mouthfeel. The finish consolidates to notes of baking chocolate and lime zest.",,"Shakiso District, Guji Zone, Oromia Region, southern Ethiopia",Light,2.19,January 2023
Nostalgia Coffee Roasters,Colombia Geisha Allium,"Vibrantly floral- and fruit-forward. Narcissus, Concord grape, dark chocolate, sandalwood, blood orange in aroma and cup. Sweet-tart structure with winey acidity; plush, creamy mouthfeel. Focused finish led by Concord grape and darl chocolate notes, supported by sandalwood.",http://bit.ly/2WmKMJ9,"Valle de Cauca Department, Colombia",Light,8.12,January 2023
Red Rooster Coffee Roaster,Bolivia Manantial Gesha,"Richly aromatic, floral-toned. Magnolia, cocoa nib, cane sugar, red plum, nutmeg in aroma and cup. Elegantly sweet structure with delicate, bright acidity; silky, vibrant mouthfeel. Flavor-saturated finish centered around notes of magnolia and cocoa nib, complicated by undertones of nutmeg. ",https://bit.ly/2XuD3GS,"Caranavi, Bolivia",Medium-Light,2.5,January 2023
RamsHead Coffee Roasters,Colombia Geisha Nariño Buenos Aires,"Gently fruit-forward, cocoa-toned. Cocoa nib, raspberry, almond butter, pink grapefruit zest, cedar in aroma and cup. Delicately sweet structure with balanced, juicy acidity; crisp, satiny mouthfeel. Resonant finish that consolidates to cocoa-toned almond and citrus.",https://bit.ly/2P8dTQf,"Nariño Department, southern Colombia",Medium-Light,3.75,January 2023
Temple Coffee,Honduras La Lesquiñada SOE,"Crisply sweet, fruit-toned. Red grape, baking chocolate, Meyer lemon, magnolia, fir in aroma and cup. Sweet-toned structure with round acidity; syrupy-smooth mouthfeel. The finish consolidates to cocoa-toned red grape and fir.",https://www.templecoffee.com,"Corquin, Honduras",Medium-Light,1.83,January 2023
Temple Coffee,Guatemala Hunapu,"Balanced, deeply chocolaty. Dark chocolate, orange zest, plum, almond, marjoram in aroma and cup. Sweet structure with brisk acidity; full, satiny mouthfeel. Chocolaty, nut-toned finish with undertones of marjoram.",https://www.templecoffee.com,"Antigua, Guatemala",Medium-Light,1.83,January 2023
JBC Coffee Roasters,Wilton Benitez Orange Bourbon,"Richly spice-toned, citrusy-sweet. Ginger blossom, dried persimmon, Concord grape, rice candy, a hint of fennel in aroma and cup. Brightly sweet structure with juicy, vibrant acidity; lushly vibrant, creamy mouthfeel. The finish quiets to pretty notes of ginger and persimmon.",https://www.jbccoffeeroasters.com/product-category/coffee/,"Piendamó, Cauca Department, Colombia",Light,2.38,January 2023
JBC Coffee Roasters,Kayon Mountain Ethiopia,"Delicate, richly aromatic. Lychee, saffron, blood orange, almond, cocoa nib in aroma and cup. Brightly sweet structure with vibrant acidity; crisp, silky-smooth mouthfeel. The resonant finish centers around lychee and cocoa nib.",https://www.jbccoffeeroasters.com/product-category/coffee/,"Odo Shakiso District, Guji Zone, southern Ethiopia",Medium-Light,1.5,January 2023
Mystic Monk Coffee,Colombia Pink Bourbon,"Richly chocolaty, deeply sweet. Dark chocolate, almond butter, peach, cedar, magnolia in aroma and cup. Sweet-toned structure with balanced acidity; plush, syrupy mouthfeel. Chocolaty and nut-toned finish.",http://www.mysticmonkcoffee.com,"Sur de Huila, Huila Department, Colombia",Medium-Light,1.33,January 2023
Reprise Coffee Roasters,Nicaragua Kveik Farmhouse Coffee,"Crisply sweet-savory, rich-toned. Pineapple yogurt, cane sugar, lily, raw chocolate, tangerine in aroma and cup. Sweet-toned structure with brisk, savory acidity; crisp, velvety-smooth mouthfeel. The finish consolidates to notes of cane sugar and lily in the short, with tangerine notes resurfacing in the long.
",,"Matagalpa Department, Nicaragua",Medium-Light,4.67,January 2023
RamsHead Coffee Roasters,Kenya Teremuka AB,"Balanced, deeply sweet-savory. Red currant, maple syrup, almond brittle, lime zest, cedar in aroma and cup. Sweet-toned structure with savory acidity; crisp, satiny mouthfeel. Sweet, inviting finish with notes of maple syrup and almond brittle.",https://bit.ly/2P8dTQf,"Nakuru County, Kenya",Medium-Light,1.58,January 2023
Paradise Roasters,Colombia Granja Paraíso Java P14,"Sweetly citrusy, richly chocolaty. Candied kumquat, dark chocolate, vanilla yogurt, honeysuckle, lemon balm in aroma and cup. Brightly sweet-tart with juicy, high-toned acidity; creamy-smooth mouthfeel. Resonant, long, flavor-laden finish.",https://paradiseroasters.com/,"Cauca Department, Colombia",Light,12.5,December 2022
Eccentricity Coffee Co.,Yellow Pacamara Carbonic Maceration Nanolot,"Crisply sweet-savory. White peach, hop flowers, cocoa powder, pineapple kefir, fir in aroma and cup. Sweetly savory structure with brisk acidity; crisp, velvety mouthfeel. The finish consolidates to notes of cocoa powder and fir.",,"Matagalpa growing region, Nicaragua",Medium-Light,13.33,December 2022
PERC Coffee Roasters,Ethiopia Hayissa Olocho Lot 6,"Delicate, multi-layered. Narcissus, bergamot, cocoa nib, cedar, marjoram in aroma and cup. Richly sweet structure with bright, balanced acidity; plush, silky mouthfeel. Floral finish with ballast from cocoa nib.",,"Sidamo growing region, Ethiopia ",Light,2.7,December 2022
Mystic Monk Coffee,Burundi,"Richly chocolaty, balanced and deep. Dark chocolate, date, magnolia, cane sugar, cedar in aroma and cup. Sweet-toned structure with brisk acidity; plush, satiny mouthfeel. The crisply sweet finish centers around notes of dark chocolate and magnolia.",http://www.mysticmonkcoffee.com,Burundi,Medium-Light,1.33,December 2022
PERC Coffee Roasters,Burundi Kibingo,"High-toned, citrusy. Mandarin orange, cocoa nib, aged grappa, brown sugar, sandalwood in aroma and cup. Brightly sweet-tart structure with vibrant acidity; crisp, lightly satiny mouthfeel. Cocoa-toned finish with notes of mandarin orange and brown sugar.",,"Kayanza, Burundi",Medium-Light,2.6,December 2022
PERC Coffee Roasters,Pantan Musara,"Crisply sweet-savory. Fresh-cut oak, pie cherry, thyme, maple syrup, hop flowers in aroma and cup. Savory-leaning structure with bittersweet acidity; very full, viscous mouthfeel. Crisp, richly wood-framed finish.",,"Aceh Province, Sumatra, Indonesia",Medium-Light,2.3,December 2022
JBC Coffee Roasters,Nyeri Hill Kenya,"Complex, deeply engaging. Bing cherry, pomelo, salted caramel, lemon balm, cedar in aroma and cup. Brightly sweet-tart with vivacious acidity; plush, syrupy mouthfeel. The resonant finish consolidates around notes of cherry and bittersweet citrus.",https://www.jbccoffeeroasters.com/product-category/coffee/,"Nyeri growing region, south-central Kenya",Medium-Light,1.83,December 2022
JBC Coffee Roasters,Chelbessa Ethiopia,"Delicately fruit-toned, crisply sweet. Strawberry, cocoa nib, lemon verbena, hazelnut, freesia-like flowers in aroma and cup. Sweet structure with gently bright acidity; full, satiny-smooth mouthfeel. Cocoa and almond dominate the finish with undertones of strawberry. ",https://www.jbccoffeeroasters.com/product-category/coffee/,"Yirgacheffe growing region, southern Ethiopia",Medium-Light,1.67,December 2022
JBC Coffee Roasters,Monte Alban Mexico,"Deep-toned, richly sweet. Black cherry, hazelnut, magnolia, cane sugar, tangerine zest in aroma and cup. Sweet-toned structure with winey acidity; plush, satiny mouthfeel. The finish centers around notes of black cherry, hazelnut and tangerine zest.",https://www.jbccoffeeroasters.com/product-category/coffee/,"Yautepec, Miahuatlán, Oaxaca State, Mexico",Medium-Light,1.67,December 2022
Coffee By Design,Colombia Nariño Lucido Diaz Pink Bourbon,"High-toned, richly sweet. Yellow plum, almond, cocoa nib, lilac, cedar in aroma and cup. Brightly sweet structure with juicy acidity; plush, syrupy mouthfeel. The crisply sweet-tart finish centers around notes of plum and almond.",,"Nariño Department, southern Colombia",Medium-Light,2.0,December 2022
Paradise Roasters,Colombia Granja Paraiso Decaf,"Floral-toned, richly sweet, balanced. Narcissus, dark chocolate, red plum, almond brittle, cedar in aroma and cup. Sweet-tart structure with brisk acidity; very full, syrupy mouthfeel. The crisply sweet finish leads with notes of plum and chocolate with cedar undertones.",https://paradiseroasters.com/,"Valle del Cauca Department, Colombia",Medium-Light,2.5,December 2022
Paradise Roasters,Philippines Sitio San Roque Robusta Anaerobic Natural,"Evaluated as espresso. Crisply chocolaty, sweetly nutty. Baking chocolate, hazelnut butter, black cherry, cedar, orange zest in aroma and small cup. Crisply satiny mouthfeel; gently drying, nutty finish. In three parts milk, chocolate notes bloom and commingle with sweet hazelnut.",https://paradiseroasters.com/,"Bukidnon, Mindanao, Philippines",Medium,2.5,December 2022
Paradise Roasters,Ka’u Tropical Punch,"Elegantly fruit-toned, crisp and bright. Strawberry guava, cocoa nib, lilac, pistachio, lemon thyme in aroma and cup. Richly sweet-tart structure with juicy acidity; viscous, satiny mouthfeel. Berry-toned finish supported by cocoa nib. ",https://paradiseroasters.com/,"Ka'u growing region, Big Island of Hawai’i",Medium-Light,6.25,December 2022
Mostra Coffee,Ethiopia Gera Genji Challa,"Delicately aromatic, complex. Lilac, cocoa nib, pink grapefruit zest, shishito pepper, apricot in aroma and cup. Sweetly tart with juicy, bright acidity; plush, syrupy-smooth mouthfeel. Floral finish with cocoa undertones.",https://mostracoffee.com/collections/coffee,"Agaro Gera, Jimma Zone, Oromia State, Ethiopia",Medium-Light,2.33,December 2022
Mostra Coffee,Kenya Gotomboya Peaberry,"Sweetly spiced-toned, chocolaty. Dried plum, maple syrup, pink peppercorn, dark chocolate, star jasmine in aroma and cup. Sweet-savory structure with high-toned acidity; crisp, velvety mouthfeel. The especially long, resounding finish carries over all the flavor notes from the cup.",https://mostracoffee.com/collections/coffee,"Nyeri growing region, south-central Kenya",Medium-Light,2.25,December 2022
Mostra Coffee,Kenya Ichamama,"Richly sweet, deeply savory. Wisteria, red currant, tangerine zest, tamarind, cedar in aroma and cup. Balanced structure with vibrant acidity; full, syrupy-smooth mouthfeel. The finish leads with wisteria and red currant.",https://mostracoffee.com/collections/coffee,"Nyeri growing region, south-central Kenya",Medium-Light,2.33,December 2022
Red Rooster Coffee Roaster,Ethiopia Uchoro Nansebo Washed,"Elegantly bright, very balanced. Apricot, honeysuckle, almond brittle, dark chocolate, cedar in aroma and cup. Richly sweet structure with floral acidity; lively, silky mouthfeel. Long, lingering, complexly satiating finish.",https://bit.ly/2XuD3GS,"Yirgacheffe growing region, southern Ethiopia",Light,2.25,December 2022
Red Rooster Coffee Roaster,Colombia Finca Samboni Gesha Anaerobic Natural,"High-toned, fruit-driven. Raspberry jam, cocoa nib, Meyer lemon zest, narcissus, a hint of oregano in aroma and cup. Sweetly tart structure with bright, juicy acidity; round, plush mouthfeel. The confident finish centers around notes of raspberry and cocoa nib.",https://bit.ly/2XuD3GS,"Algeciras, Huila Department, Colombia",Medium-Light,2.5,December 2022
Roadmap CoffeeWorks,Colombia Don Correa Gesha,"Elegantly fruit-forward, delicately juicy. Strawberry guava, malted milk balls, freesia-like flowers, pink peppercorn, marjoram in aroma and cup. Balanced, sweet-tart structure with gently bright acidity; plump, satiny mouthfeel. Crisp, sweet finish centered on suggestions of freesia and pink peppercorn.",https://roadmapcoffeeworks.com/,"San Jose, Caldas, Colombia",Light,2.75,December 2022
Oak & Bond Coffee Company,Colombia El Vergel Guava Banana,"Tropical fruit-toned. Mango, lychee, lime, dark chocolate, oak in aroma and cup. Very sweet structure with brisk acidity; plush, syrupy mouthfeel. Fruity and chocolaty finish with aromatic wood notes.",,"Tolima, Colombia",Medium-Light,1.66,December 2022
Oak & Bond Coffee Company,Guatemala Ovidio Ramirez,"Crisply chocolaty and nut-toned, balanced. Baking chocolate, hazelnut butter, date, pink grapefruit zest, thyme in aroma and cup. Sweet-toned structure with gently bright acidity; crisp, velvety mouthfeel. Chocolaty, richly nutty finish.",,"Huehuetenango, Guatemala",Medium-Light,1.58,December 2022
JBC Coffee Roasters,Wilton Benitez Geisha,"Richly floral-toned, exceptionally sweet. Distinct narcissus, cocoa nib, myrrh, blackberry, lemon thyme in aroma and cup. Complex bittersweet structure with floral acidity; very full, syrupy-smooth mouthfeel. Engaging, satisfying finish that carries over all aromas and flavors from the cup.",https://www.jbccoffeeroasters.com/product-category/coffee/,"Piendamó, Cauca Department, Colombia",Medium-Light,3.12,November 2022
Bird Rock Coffee Roasters,Colombia Cerro Azul Geisha,"Richly aromatic, chocolaty, fruit-toned. Dark chocolate, dried mango, honeysuckle, wine barrel, marjoram in aroma and cup. Richly sweet structure with winey acidity; plush, syrupy-smooth mouthfeel. The long, lingering finish centers around notes of dark chocolate and spicy florals.",http://bit.ly/2CcjgEd,"Trujillo, Valle del Cauca Department, Colombia",Light,7.38,November 2022
